Follow ArmA 2 RCon on twitter or facebook in order to stay up to date!
http://twitter.com/solicus
http://www.facebook.com/solicusoftware
Thanks. :)
Connected to 94.242.227.218:2362
(2012-12-02 | 16:02:21) : RCon admin #2 (90.210.114.162:62364) logged in
(2012-12-02 | 16:22:15) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager2" 327:264 [13134,10318,6]
(2012-12-02 | 16:22:16) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1184 [3836,8915,312]
(2012-12-02 | 16:22:16) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:102 [4552,6396,290]
(2012-12-02 | 16:22:16) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1185 [3835,8913,312]
(2012-12-02 | 16:22:16) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager2" 327:266 [13110,10294,13]
(2012-12-02 | 16:22:16) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "Sheep" 237:666 [9961,13176,150]
(2012-12-02 | 16:22:17) : Player #20 Freakxeee~ (92.113.44.39:2304) connected
(2012-12-02 | 16:22:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1186 [3820,8944,311]
(2012-12-02 | 16:22:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1187 [3819,8950,311]
(2012-12-02 | 16:22:18) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_worker2" 339:11 [7680,3224,5]
(2012-12-02 | 16:22:19) : Player #20 Freakxeee~ - GUID: 5d0bb7261424b823b2e511d4387c18b7 (unverified)
(2012-12-02 | 16:22:21) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_worker2" 339:13 [7700,3244,7]
(2012-12-02 | 16:22:22) : Verified GUID (5d0bb7261424b823b2e511d4387c18b7) of player #20 Freakxeee~
(2012-12-02 | 16:22:22) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager2" 328:60 [9943,1945,6]
(2012-12-02 | 16:22:24) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1188 [3805,8951,311]
(2012-12-02 | 16:22:24) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager1" 328:62 [9976,1981,6]
(2012-12-02 | 16:22:25) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1189 [3812,8942,311]
(2012-12-02 | 16:22:25) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "zZombie_Base" 328:64 [9951,1970,6]
(2012-12-02 | 16:22:25) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "DZ_ALICE_Pack_EP1" 202:1190 [3816,8941,310]
(2012-12-02 | 16:22:25) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager1" 327:268 [13128,10365,5]
(2012-12-02 | 16:22:26) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager1" 327:270 [13184,10356,6]
(2012-12-02 | 16:22:26) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager2" 327:272 [13159,10374,6]
(2012-12-02 | 16:22:26) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:66 [9980,1789,6]
(2012-12-02 | 16:22:26) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:68 [9996,1799,6]
(2012-12-02 | 16:22:26) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:70 [9981,1943,6]
(2012-12-02 | 16:22:27) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:72 [10024,1892,6]
(2012-12-02 | 16:22:27) : Player #21 Pharazon (89.245.124.127:2364) connected
(2012-12-02 | 16:22:27) : CreateVehicle Log: #17 [TCC] Margaret Thatcher (39a9d14e9f5af462003d5efa4b5d6330) - #62 "Hen" 321:18 [9786,12453,220]
(2012-12-02 | 16:22:28) : Player #21 Pharazon - GUID: 6dcebd744825fa1f7f75ad907bf2ff99 (unverified)
(2012-12-02 | 16:22:28) : Verified GUID (6dcebd744825fa1f7f75ad907bf2ff99) of player #21 Pharazon
(2012-12-02 | 16:22:28) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker1" 328:74 [9810,2049,6]
(2012-12-02 | 16:22:29) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:76 [9847,2094,7]
(2012-12-02 | 16:22:29) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "Survivor2_DZ" 339:18 [-18697,25815,379]
(2012-12-02 | 16:22:29) : MPEventHandler Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:18 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:29) : MPEventHandler RemoteExec Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:18 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:30) : MPEventHandler Script Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #264 "Hit" 339:18 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:30) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "zZombie_Base" 338:41 [3625,2429,6]
(2012-12-02 | 16:22:30) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1191 [3876,8943,310]
(2012-12-02 | 16:22:30) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:43 [3642,2396,6]
(2012-12-02 | 16:22:30) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1193 [3870,8939,310]
(2012-12-02 | 16:22:31) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1195 [3880,8963,311]
(2012-12-02 | 16:22:31) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1196 [3875,8961,311]
(2012-12-02 | 16:22:31) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:45 [3637,2420,6]
(2012-12-02 | 16:22:31) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:47 [3648,2472,6]
(2012-12-02 | 16:22:32) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1197 [3895,9004,314]
(2012-12-02 | 16:22:32) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:78 [9959,1880,6]
(2012-12-02 | 16:22:33) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 338:49 [3682,2498,6]
(2012-12-02 | 16:22:34) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager1" 328:79 [9995,2030,5]
(2012-12-02 | 16:22:34) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager2" 328:81 [9957,2010,6]
(2012-12-02 | 16:22:34) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 338:51 [3713,2473,8]
(2012-12-02 | 16:22:35) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder_PartGlass" 328:83 [10004,1798,6]
(2012-12-02 | 16:22:36) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1198 [3703,8955,311]
(2012-12-02 | 16:22:36) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1200 [3715,8984,310]
(2012-12-02 | 16:22:36) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1202 [3725,8945,310]
(2012-12-02 | 16:22:37) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1204 [3697,8931,310]
(2012-12-02 | 16:22:38) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:84 [10004,1950,6]
(2012-12-02 | 16:22:38) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:85 [10018,1925,6]
(2012-12-02 | 16:22:38) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:87 [9996,1921,6]
(2012-12-02 | 16:22:38) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:103 [4423,6369,301]
(2012-12-02 | 16:22:39) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:105 [4417,6438,299]
(2012-12-02 | 16:22:39) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager3" 300:107 [4408,6416,300]
(2012-12-02 | 16:22:39) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "WeaponHolder" 339:19 [-18697,25815,380]
(2012-12-02 | 16:22:40) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:89 [10033,1833,7]
(2012-12-02 | 16:22:41) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_teacher" 328:90 [10021,1897,6]
(2012-12-02 | 16:22:42) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager3" 328:92 [10037,1882,6]
(2012-12-02 | 16:22:44) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:94 [9952,1853,7]
(2012-12-02 | 16:22:44) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager1" 328:95 [10048,1958,6]
(2012-12-02 | 16:22:45) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager3" 328:97 [10091,1959,6]
(2012-12-02 | 16:22:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 338:53 [3632,2245,6]
(2012-12-02 | 16:22:48) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:55 [3586,2239,14]
(2012-12-02 | 16:22:48) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "WeaponHolder" 339:20 [-18697,25815,380]
(2012-12-02 | 16:22:49) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WeaponHolder" 244:529 [5630,7731,314]
(2012-12-02 | 16:22:49) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "Survivor2_DZ" 339:21 [-18697,25815,379]
(2012-12-02 | 16:22:49) : MPEventHandler Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:21 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:49) : MPEventHandler RemoteExec Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:21 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:50) : MPEventHandler Script Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #264 "Hit" 339:21 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:22:52) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:109 [4410,6382,302]
(2012-12-02 | 16:22:52) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Goat" 244:530 [6300,8044,334]
(2012-12-02 | 16:22:52) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager3" 300:111 [4385,6406,302]
(2012-12-02 | 16:22:56) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1206 [3836,8991,312]
(2012-12-02 | 16:22:57) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_teacher" 328:99 [10033,1828,6]
(2012-12-02 | 16:22:57) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker1" 328:101 [10062,1767,0]
(2012-12-02 | 16:22:58) : Player #22 Bandito (86.29.112.251:2364) connected
(2012-12-02 | 16:22:58) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager2" 328:103 [10018,1834,6]
(2012-12-02 | 16:22:59) : Player #22 Bandito - GUID: c7182b3fd96a13956c62aa6944108ebf (unverified)
(2012-12-02 | 16:23:00) : Verified GUID (c7182b3fd96a13956c62aa6944108ebf) of player #22 Bandito
(2012-12-02 | 16:23:01) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker1" 328:105 [10107,1789,6]
(2012-12-02 | 16:23:01) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker3" 328:107 [10047,1789,6]
(2012-12-02 | 16:23:01) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "WeaponHolder" 327:274 [12924,10469,8]
(2012-12-02 | 16:23:03) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager1" 328:109 [10081,1928,6]
(2012-12-02 | 16:23:03) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:111 [10092,1939,6]
(2012-12-02 | 16:23:04) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "WeaponHolder" 339:24 [-18638,25815,377]
(2012-12-02 | 16:23:04) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "Survivor2_DZ" 339:27 [0,0,0]
(2012-12-02 | 16:23:05) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_teacher" 327:275 [13011,10331,5]
(2012-12-02 | 16:23:05) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_suit2" 327:277 [13015,10344,5]
(2012-12-02 | 16:23:05) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_worker3" 327:279 [13043,10367,5]
(2012-12-02 | 16:23:06) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1207 [3871,8892,311]
(2012-12-02 | 16:23:06) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "WeaponHolder" 340:2 [-18639,25826,375]
(2012-12-02 | 16:23:06) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "Bandit1_DZ" 340:5 [0,0,0]
(2012-12-02 | 16:23:06) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "DZ_CivilBackpack_EP1" 340:7 [0,0,0]
(2012-12-02 | 16:23:07) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager1" 328:113 [10087,2030,5]
(2012-12-02 | 16:23:07) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager2" 328:115 [10088,2007,5]
(2012-12-02 | 16:23:07) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:156 [6818,2631,7]
(2012-12-02 | 16:23:07) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:117 [10128,1871,6]
(2012-12-02 | 16:23:07) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:157 [6837,2617,7]
(2012-12-02 | 16:23:08) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "zZombie_Base" 328:119 [10127,1890,6]
(2012-12-02 | 16:23:09) : Player #9 Kongor434 (b478491f75320c116eefa1253366954f) has been kicked by BattlEye: Client not responding
(2012-12-02 | 16:23:10) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "Rabbit" 339:34 [7107,2833,7]
(2012-12-02 | 16:23:10) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_villager3" 339:36 [7310,2801,5]
(2012-12-02 | 16:23:11) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_villager2" 339:38 [7315,2767,6]
(2012-12-02 | 16:23:12) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_villager1" 339:40 [7294,2730,6]
(2012-12-02 | 16:23:12) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_villager3" 339:42 [7284,2720,6]
(2012-12-02 | 16:23:13) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_teacher" 339:44 [7311,2795,5]
(2012-12-02 | 16:23:13) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_villager3" 339:46 [7358,2818,7]
(2012-12-02 | 16:23:13) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "WeaponHolder" 339:48 [7363,2825,8]
(2012-12-02 | 16:23:14) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_worker2" 339:49 [7387,2839,7]
(2012-12-02 | 16:23:14) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "z_worker2" 339:52 [7382,2803,5]
(2012-12-02 | 16:23:15) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:114 [4531,6353,293]
(2012-12-02 | 16:23:17) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:241 [11891,9210,54]
(2012-12-02 | 16:23:18) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:243 [11918,9165,54]
(2012-12-02 | 16:23:18) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:245 [11927,9191,53]
(2012-12-02 | 16:23:19) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "Survivor2_DZ" 339:56 [-18697,25815,379]
(2012-12-02 | 16:23:19) : MPEventHandler Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:56 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:23:19) : MPEventHandler RemoteExec Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #103 "Hit" 339:56 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:23:19) : MPEventHandler Script Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #264 "Hit" 339:56 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:23:20) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:247 [11920,9225,53]
(2012-12-02 | 16:23:20) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:249 [11914,9227,54]
(2012-12-02 | 16:23:20) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:251 [11897,9296,48]
(2012-12-02 | 16:23:20) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "WeaponHolder" 327:282 [12937,10467,8]
(2012-12-02 | 16:23:21) : CreateVehicle Log: #10 BAURSHI (7c391c85c57930b98c1e5bf496e0f33b) - #62 "WeaponHolder" 339:57 [-18697,25815,380]
(2012-12-02 | 16:23:21) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "zZombie_Base" 313:253 [11874,9301,48]
(2012-12-02 | 16:23:21) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WeaponHolder" 244:533 [5630,7731,314]
(2012-12-02 | 16:23:21) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 338:58 [3628,2511,8]
(2012-12-02 | 16:23:21) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 338:60 [3670,2499,7]
(2012-12-02 | 16:23:22) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:255 [11954,9223,53]
(2012-12-02 | 16:23:23) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:257 [11957,9210,53]
(2012-12-02 | 16:23:25) : Player #10 BAURSHI disconnected
(2012-12-02 | 16:23:28) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:259 [11945,9170,55]
(2012-12-02 | 16:23:28) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:260 [11962,9177,53]
(2012-12-02 | 16:23:29) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:262 [11962,9116,54]
(2012-12-02 | 16:23:29) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1209 [3867,8883,311]
(2012-12-02 | 16:23:31) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "WeaponHolder" 341:2 [-18614,25941,366]
(2012-12-02 | 16:23:31) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "Survivor2_DZ" 341:5 [-18614,25941,365]
(2012-12-02 | 16:23:31) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "DZ_ALICE_Pack_EP1" 341:7 [0,0,0]
(2012-12-02 | 16:23:32) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:264 [11977,9289,47]
(2012-12-02 | 16:23:33) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:266 [12000,9231,51]
(2012-12-02 | 16:23:33) : Player #9 Danny (82.38.23.160:2464) connected
(2012-12-02 | 16:23:34) : Player #9 Danny - GUID: 543e899c74cdb6b80f8554552b0508ca (unverified)
(2012-12-02 | 16:23:35) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "WeaponHolder" 340:13 [6903,2491,10]
(2012-12-02 | 16:23:35) : Verified GUID (543e899c74cdb6b80f8554552b0508ca) of player #9 Danny
(2012-12-02 | 16:23:36) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager3" 338:62 [3655,2452,6]
(2012-12-02 | 16:23:36) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 338:64 [3622,2509,8]
(2012-12-02 | 16:23:37) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 338:66 [3607,2492,7]
(2012-12-02 | 16:23:37) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:68 [3648,2486,6]
(2012-12-02 | 16:23:39) : CreateVehicle Log: #21 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "WeaponHolder" 343:2 [-18617,25888,367]
(2012-12-02 | 16:23:40) : CreateVehicle Log: #21 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "Sniper1_DZ" 343:5 [-18617,25887,366]
(2012-12-02 | 16:23:40) : CreateVehicle Log: #21 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "DZ_ALICE_Pack_EP1" 343:7 [0,0,0]
(2012-12-02 | 16:23:43) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Hen" 244:534 [6117,7777,300]
(2012-12-02 | 16:23:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:70 [3735,2488,6]
(2012-12-02 | 16:23:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker1" 338:72 [3697,2468,6]
(2012-12-02 | 16:23:47) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:268 [11997,9289,46]
(2012-12-02 | 16:23:47) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:270 [11933,9291,48]
(2012-12-02 | 16:23:48) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:272 [11993,9090,54]
(2012-12-02 | 16:23:49) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:274 [11977,9098,53]
(2012-12-02 | 16:23:49) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:122 [10012,1997,8]
(2012-12-02 | 16:23:49) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:123 [10015,1993,8]
